sample;type;domain_name;domain_accession;domain_len;query_name;query_accession;qlen;sequence_evalue;sequence_score;sequence_bias;domain_N;domain_of;domain_cevalue;domain_ievalue;domain_score;domain_bias;hmm_from;hmm_to;ali_from;ali_to;env_from;env_to;acc;description
GCF_001242015.1_Salmonella_enterica_CVM_N45412_v1.0_protein;colicin;WP_001283335.1;-;626;UniRef50_P05819;-;511;1.3e-12;45.3;5.3;1;1;5.2e-16;2.5e-12;44.3;5.3;309;495;440;610;392;623;0.75;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001242015.1_Salmonella_enterica_CVM_N45412_v1.0_protein;colicin;WP_001283335.1;-;626;UniRef50_P06716;-;626;0;1398.1;25.1;1;1;0;0;1397.9;25.1;1;626;1;626;1;626;1;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001242015.1_Salmonella_enterica_CVM_N45412_v1.0_protein;colicin;WP_001283335.1;-;626;UniRef50_P08083;-;387;1.5e-10;38.7;4.5;1;1;5e-14;2.4e-10;38;4.5;186;361;439;607;419;623;0.75;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001242015.1_Salmonella_enterica_CVM_N45412_v1.0_protein;colicin;WP_001283335.1;-;626;UniRef50_Q47502;-;490;1.4e-36;124.7;8;1;3;1;4800;-13.8;22.7;148;284;108;268;57;286;0.44;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001242015.1_Salmonella_enterica_CVM_N45412_v1.0_protein;colicin;WP_001283335.1;-;626;UniRef50_Q47502;-;490;1.4e-36;124.7;8;2;3;9e-04;4.3;4.3;2.2;94;154;371;442;342;448;0.57;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001242015.1_Salmonella_enterica_CVM_N45412_v1.0_protein;colicin;WP_001283335.1;-;626;UniRef50_Q47502;-;490;1.4e-36;124.7;8;3;3;3e-40;1.4e-36;124.7;8;265;490;400;626;394;626;0.93;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001242015.1_Salmonella_enterica_CVM_N45412_v1.0_protein;colicin;WP_001283335.1;-;626;UniRef50_Q9KJ98;-;490;1.4e-36;124.7;8;1;3;1;4800;-13.8;22.7;148;284;108;268;57;286;0.44;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001242015.1_Salmonella_enterica_CVM_N45412_v1.0_protein;colicin;WP_001283335.1;-;626;UniRef50_Q9KJ98;-;490;1.4e-36;124.7;8;2;3;9e-04;4.3;4.3;2.2;94;154;371;442;342;448;0.57;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001242015.1_Salmonella_enterica_CVM_N45412_v1.0_protein;colicin;WP_001283335.1;-;626;UniRef50_Q9KJ98;-;490;1.4e-36;124.7;8;3;3;3e-40;1.4e-36;124.7;8;265;490;400;626;394;626;0.93;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001242025.1_10425_1_67_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.1e-38;128.4;8.9;1;1;1.6e-41;7.1e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001242065.1_Salmonella_enterica_CVM_N45924_v1.0_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.4e-38;128.4;8.9;1;1;1.6e-41;7.5e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001242065.1_Salmonella_enterica_CVM_N45924_v1.0_protein;colicin;WP_000895459.1;-;463;Colicin-E1;-;521;1.2e-40;138;10.1;1;2;0.32;1500;-4.3;8.6;138;232;16;108;2;126;0.38;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001242065.1_Salmonella_enterica_CVM_N45924_v1.0_protein;colicin;WP_000895459.1;-;463;Colicin-E1;-;521;1.2e-40;138;10.1;2;2;2.5e-44;1.2e-40;138;10.1;263;521;212;463;170;463;0.81;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001242065.1_Salmonella_enterica_CVM_N45924_v1.0_protein;colicin;WP_000895459.1;-;463;UniRef50_P05819;-;511;3.9e-15;53.6;6.7;1;1;1.3e-18;6.1e-15;52.9;6.7;330;507;290;459;216;462;0.78;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001242065.1_Salmonella_enterica_CVM_N45924_v1.0_protein;colicin;WP_000895459.1;-;463;UniRef50_P06716;-;626;3e-292;968.5;23.6;1;1;1.4e-295;3.4e-292;968.4;23.6;164;626;1;463;1;463;1;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001242065.1_Salmonella_enterica_CVM_N45924_v1.0_protein;colicin;WP_001132033.1;-;448;UniRef50_P06716;-;626;3.2e-06;23.7;0;1;1;1.8e-09;4.3e-06;23.3;0;12;62;393;447;385;448;0.86;MULTISPECIES: hypothetical protein [Enterobacteriaceae]
GCF_001242065.1_Salmonella_enterica_CVM_N45924_v1.0_protein;colicin;WP_000895459.1;-;463;UniRef50_P08083;-;387;1.3e-09;35.6;4;1;1;4e-13;1.9e-09;35;4;186;358;275;446;242;462;0.84;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001242065.1_Salmonella_enterica_CVM_N45924_v1.0_protein;colicin;WP_000895459.1;-;463;UniRef50_Q47502;-;490;1.1e-41;141.6;14.5;1;3;0.078;380;-2;7.7;142;212;23;117;4;123;0.53;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001242065.1_Salmonella_enterica_CVM_N45924_v1.0_protein;colicin;WP_000895459.1;-;463;UniRef50_Q47502;-;490;1.1e-41;141.6;14.5;2;3;0.0017;7.9;3.5;4;89;153;202;278;165;284;0.57;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001242065.1_Salmonella_enterica_CVM_N45924_v1.0_protein;colicin;WP_000895459.1;-;463;UniRef50_Q47502;-;490;1.1e-41;141.6;14.5;3;3;2.2e-45;1.1e-41;141.6;14.5;266;490;238;463;212;463;0.92;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001242065.1_Salmonella_enterica_CVM_N45924_v1.0_protein;colicin;WP_000895459.1;-;463;UniRef50_Q9KJ98;-;490;1.1e-41;141.6;14.5;1;3;0.078;380;-2;7.7;142;212;23;117;4;123;0.53;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001242065.1_Salmonella_enterica_CVM_N45924_v1.0_protein;colicin;WP_000895459.1;-;463;UniRef50_Q9KJ98;-;490;1.1e-41;141.6;14.5;2;3;0.0017;7.9;3.5;4;89;153;202;278;165;284;0.57;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001242065.1_Salmonella_enterica_CVM_N45924_v1.0_protein;colicin;WP_000895459.1;-;463;UniRef50_Q9KJ98;-;490;1.1e-41;141.6;14.5;3;3;2.2e-45;1.1e-41;141.6;14.5;266;490;238;463;212;463;0.92;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001242075.1_Salmonella_enterica_CVM_N45925_v1.0_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.3e-38;128.4;8.9;1;1;1.6e-41;7.4e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001242075.1_Salmonella_enterica_CVM_N45925_v1.0_protein;colicin;WP_000895459.1;-;463;Colicin-E1;-;521;1.2e-40;138;10.1;1;2;0.32;1500;-4.3;8.6;138;232;16;108;2;126;0.38;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001242075.1_Salmonella_enterica_CVM_N45925_v1.0_protein;colicin;WP_000895459.1;-;463;Colicin-E1;-;521;1.2e-40;138;10.1;2;2;2.5e-44;1.2e-40;138;10.1;263;521;212;463;170;463;0.81;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001242075.1_Salmonella_enterica_CVM_N45925_v1.0_protein;colicin;WP_000895459.1;-;463;UniRef50_P05819;-;511;3.8e-15;53.6;6.7;1;1;1.3e-18;6e-15;52.9;6.7;330;507;290;459;216;462;0.78;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001242075.1_Salmonella_enterica_CVM_N45925_v1.0_protein;colicin;WP_000895459.1;-;463;UniRef50_P06716;-;626;3e-292;968.5;23.6;1;1;1.4e-295;3.4e-292;968.4;23.6;164;626;1;463;1;463;1;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001242075.1_Salmonella_enterica_CVM_N45925_v1.0_protein;colicin;WP_001132033.1;-;448;UniRef50_P06716;-;626;3.2e-06;23.7;0;1;1;1.8e-09;4.2e-06;23.3;0;12;62;393;447;385;448;0.86;MULTISPECIES: hypothetical protein [Enterobacteriaceae]
GCF_001242075.1_Salmonella_enterica_CVM_N45925_v1.0_protein;colicin;WP_000895459.1;-;463;UniRef50_P08083;-;387;1.3e-09;35.6;4;1;1;4e-13;1.9e-09;35;4;186;358;275;446;242;462;0.84;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001242075.1_Salmonella_enterica_CVM_N45925_v1.0_protein;colicin;WP_000895459.1;-;463;UniRef50_Q47502;-;490;1.1e-41;141.6;14.5;1;3;0.078;370;-2;7.7;142;212;23;117;4;123;0.53;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001242075.1_Salmonella_enterica_CVM_N45925_v1.0_protein;colicin;WP_000895459.1;-;463;UniRef50_Q47502;-;490;1.1e-41;141.6;14.5;2;3;0.0017;7.9;3.5;4;89;153;202;278;165;284;0.57;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001242075.1_Salmonella_enterica_CVM_N45925_v1.0_protein;colicin;WP_000895459.1;-;463;UniRef50_Q47502;-;490;1.1e-41;141.6;14.5;3;3;2.2e-45;1.1e-41;141.6;14.5;266;490;238;463;212;463;0.92;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001242075.1_Salmonella_enterica_CVM_N45925_v1.0_protein;colicin;WP_000895459.1;-;463;UniRef50_Q9KJ98;-;490;1.1e-41;141.6;14.5;1;3;0.078;370;-2;7.7;142;212;23;117;4;123;0.53;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001242075.1_Salmonella_enterica_CVM_N45925_v1.0_protein;colicin;WP_000895459.1;-;463;UniRef50_Q9KJ98;-;490;1.1e-41;141.6;14.5;2;3;0.0017;7.9;3.5;4;89;153;202;278;165;284;0.57;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001242075.1_Salmonella_enterica_CVM_N45925_v1.0_protein;colicin;WP_000895459.1;-;463;UniRef50_Q9KJ98;-;490;1.1e-41;141.6;14.5;3;3;2.2e-45;1.1e-41;141.6;14.5;266;490;238;463;212;463;0.92;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001242105.1_10425_1_62_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.3e-38;128.4;8.9;1;1;1.6e-41;7.4e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001242115.1_Salmonella_enterica_CVM_N45926_v1.0_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.4e-38;128.4;8.9;1;1;1.6e-41;7.5e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001242115.1_Salmonella_enterica_CVM_N45926_v1.0_protein;colicin;WP_001283356.1;-;626;Colicin-E1;-;521;2e-41;140.5;9.8;1;3;0.021;100;-0.3;1.7;212;237;96;121;64;148;0.56;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001242115.1_Salmonella_enterica_CVM_N45926_v1.0_protein;colicin;WP_001283356.1;-;626;Colicin-E1;-;521;2e-41;140.5;9.8;2;3;1;4800;-11.8;17.6;116;234;159;273;100;289;0.58;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001242115.1_Salmonella_enterica_CVM_N45926_v1.0_protein;colicin;WP_001283356.1;-;626;Colicin-E1;-;521;2e-41;140.5;9.8;3;3;4.2e-45;2e-41;140.5;9.8;287;521;384;626;338;626;0.8;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001242115.1_Salmonella_enterica_CVM_N45926_v1.0_protein;colicin;WP_001283356.1;-;626;UniRef50_P05819;-;511;3.9e-15;53.6;7;1;2;0.25;1200;-4.1;0.4;398;433;85;117;68;125;0.5;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001242115.1_Salmonella_enterica_CVM_N45926_v1.0_protein;colicin;WP_001283356.1;-;626;UniRef50_P05819;-;511;3.9e-15;53.6;7;2;2;8.2e-19;3.9e-15;53.6;7;312;508;443;623;391;625;0.77;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001242115.1_Salmonella_enterica_CVM_N45926_v1.0_protein;colicin;WP_001283356.1;-;626;UniRef50_P06716;-;626;0;1356;24;1;1;0;0;1355.8;24;1;626;1;626;1;626;1;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001242115.1_Salmonella_enterica_CVM_N45926_v1.0_protein;colicin;WP_001132019.1;-;448;UniRef50_P06716;-;626;1.9e-06;24.5;0;1;1;1e-09;2.5e-06;24.1;0;12;62;393;447;385;448;0.86;MULTISPECIES: hypothetical protein [Enterobacteriaceae]
GCF_001242115.1_Salmonella_enterica_CVM_N45926_v1.0_protein;colicin;WP_001283356.1;-;626;UniRef50_P08083;-;387;9.1e-10;36.1;4.2;1;1;2.9e-13;1.4e-09;35.5;4.2;186;382;438;624;405;626;0.84;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001242115.1_Salmonella_enterica_CVM_N45926_v1.0_protein;colicin;WP_001283356.1;-;626;UniRef50_Q47502;-;490;3.1e-43;146.6;12;1;2;1;4800;-12;19.2;145;283;105;267;57;283;0.48;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001242115.1_Salmonella_enterica_CVM_N45926_v1.0_protein;colicin;WP_001283356.1;-;626;UniRef50_Q47502;-;490;3.1e-43;146.6;12;2;2;6.5e-47;3.1e-43;146.6;12;266;490;401;626;375;626;0.94;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001242115.1_Salmonella_enterica_CVM_N45926_v1.0_protein;colicin;WP_001283356.1;-;626;UniRef50_Q9KJ98;-;490;3.1e-43;146.6;12;1;2;1;4800;-12;19.2;145;283;105;267;57;283;0.48;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001242115.1_Salmonella_enterica_CVM_N45926_v1.0_protein;colicin;WP_001283356.1;-;626;UniRef50_Q9KJ98;-;490;3.1e-43;146.6;12;2;2;6.5e-47;3.1e-43;146.6;12;266;490;401;626;375;626;0.94;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001242125.1_Salmonella_enterica_CVM_N45927_v1.0_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.2e-38;128.4;8.9;1;1;1.6e-41;7.3e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001242165.1_Salmonella_enterica_CVM_N45928_v1.0_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.1e-38;128.4;8.9;1;1;1.6e-41;7.1e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001242185.1_Salmonella_enterica_CVM_N45929_v1.0_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.1e-38;128.4;8.9;1;1;1.6e-41;7.1e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001242195.1_Salmonella_enterica_CVM_N45930_v1.0_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.4e-38;128.4;8.9;1;1;1.6e-41;7.5e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001242195.1_Salmonella_enterica_CVM_N45930_v1.0_protein;colicin;WP_001283356.1;-;626;Colicin-E1;-;521;2e-41;140.5;9.8;1;3;0.021;100;-0.3;1.7;212;237;96;121;64;148;0.56;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001242195.1_Salmonella_enterica_CVM_N45930_v1.0_protein;colicin;WP_001283356.1;-;626;Colicin-E1;-;521;2e-41;140.5;9.8;2;3;1;4800;-11.8;17.6;116;234;159;273;100;289;0.58;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001242195.1_Salmonella_enterica_CVM_N45930_v1.0_protein;colicin;WP_001283356.1;-;626;Colicin-E1;-;521;2e-41;140.5;9.8;3;3;4.2e-45;2e-41;140.5;9.8;287;521;384;626;338;626;0.8;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001242195.1_Salmonella_enterica_CVM_N45930_v1.0_protein;colicin;WP_001283356.1;-;626;UniRef50_P05819;-;511;3.9e-15;53.6;7;1;2;0.25;1200;-4.1;0.4;398;433;85;117;68;125;0.5;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001242195.1_Salmonella_enterica_CVM_N45930_v1.0_protein;colicin;WP_001283356.1;-;626;UniRef50_P05819;-;511;3.9e-15;53.6;7;2;2;8.2e-19;3.9e-15;53.6;7;312;508;443;623;391;625;0.77;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001242195.1_Salmonella_enterica_CVM_N45930_v1.0_protein;colicin;WP_001283356.1;-;626;UniRef50_P06716;-;626;0;1356;24;1;1;0;0;1355.8;24;1;626;1;626;1;626;1;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001242195.1_Salmonella_enterica_CVM_N45930_v1.0_protein;colicin;WP_001132019.1;-;448;UniRef50_P06716;-;626;1.9e-06;24.5;0;1;1;1e-09;2.5e-06;24.1;0;12;62;393;447;385;448;0.86;MULTISPECIES: hypothetical protein [Enterobacteriaceae]
GCF_001242195.1_Salmonella_enterica_CVM_N45930_v1.0_protein;colicin;WP_001283356.1;-;626;UniRef50_P08083;-;387;9.1e-10;36.1;4.2;1;1;2.9e-13;1.4e-09;35.5;4.2;186;382;438;624;405;626;0.84;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001242195.1_Salmonella_enterica_CVM_N45930_v1.0_protein;colicin;WP_001283356.1;-;626;UniRef50_Q47502;-;490;3.1e-43;146.6;12;1;2;1;4800;-12;19.2;145;283;105;267;57;283;0.48;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001242195.1_Salmonella_enterica_CVM_N45930_v1.0_protein;colicin;WP_001283356.1;-;626;UniRef50_Q47502;-;490;3.1e-43;146.6;12;2;2;6.5e-47;3.1e-43;146.6;12;266;490;401;626;375;626;0.94;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001242195.1_Salmonella_enterica_CVM_N45930_v1.0_protein;colicin;WP_001283356.1;-;626;UniRef50_Q9KJ98;-;490;3.1e-43;146.6;12;1;2;1;4800;-12;19.2;145;283;105;267;57;283;0.48;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001242195.1_Salmonella_enterica_CVM_N45930_v1.0_protein;colicin;WP_001283356.1;-;626;UniRef50_Q9KJ98;-;490;3.1e-43;146.6;12;2;2;6.5e-47;3.1e-43;146.6;12;266;490;401;626;375;626;0.94;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001242225.1_10425_1_96_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6e-38;128.4;8.9;1;1;1.6e-41;7.1e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001242245.1_Salmonella_enterica_CVM_N45931_v1.0_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.2e-38;128.4;8.9;1;1;1.6e-41;7.3e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001242265.1_Salmonella_enterica_CVM_N45932_v1.0_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.1e-38;128.4;8.9;1;1;1.6e-41;7.2e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001242275.1_Salmonella_enterica_CVM_N45935_v1.0_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.4e-38;128.4;8.9;1;1;1.6e-41;7.6e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001242285.1_Salmonella_enterica_CVM_N45934_v1.0_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.3e-38;128.4;8.9;1;1;1.6e-41;7.4e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001242285.1_Salmonella_enterica_CVM_N45934_v1.0_protein;colicin;WP_001132570.1;-;126;Colicin-E1;-;521;8e-20;69.2;0.2;1;1;2e-23;9.3e-20;69;0.2;407;521;12;126;5;126;0.97;MULTISPECIES: hypothetical protein [Enterobacteriaceae]
GCF_001242285.1_Salmonella_enterica_CVM_N45934_v1.0_protein;colicin;WP_001132570.1;-;126;UniRef50_P05819;-;511;4.7e-09;33.5;0.8;1;1;1.3e-12;6.2e-09;33.1;0.8;390;508;14;123;8;125;0.9;MULTISPECIES: hypothetical protein [Enterobacteriaceae]
GCF_001242285.1_Salmonella_enterica_CVM_N45934_v1.0_protein;colicin;WP_001132570.1;-;126;UniRef50_P06716;-;626;2.2e-53;179.5;1.4;1;1;5.3e-57;2.5e-53;179.3;1.4;512;626;12;126;5;126;0.98;MULTISPECIES: hypothetical protein [Enterobacteriaceae]
GCF_001242285.1_Salmonella_enterica_CVM_N45934_v1.0_protein;colicin;WP_001132570.1;-;126;UniRef50_Q47502;-;490;1.7e-24;84.8;0.2;1;1;4e-28;1.9e-24;84.7;0.2;376;490;12;126;4;126;0.97;MULTISPECIES: hypothetical protein [Enterobacteriaceae]
GCF_001242285.1_Salmonella_enterica_CVM_N45934_v1.0_protein;colicin;WP_001132570.1;-;126;UniRef50_Q9KJ98;-;490;1.7e-24;84.8;0.2;1;1;4e-28;1.9e-24;84.7;0.2;376;490;12;126;4;126;0.97;MULTISPECIES: hypothetical protein [Enterobacteriaceae]
GCF_001242295.1_10425_1_34_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6e-38;128.4;8.9;1;1;1.6e-41;7e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001242345.1_Salmonella_enterica_CVM_N45936_v1.0_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.4e-38;128.4;8.9;1;1;1.6e-41;7.5e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001242365.1_10425_1_60_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6e-38;128.4;8.9;1;1;1.6e-41;7.1e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001242375.1_Salmonella_enterica_CVM_N45937_v1.0_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.3e-38;128.4;8.9;1;1;1.6e-41;7.4e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001242375.1_Salmonella_enterica_CVM_N45937_v1.0_protein;colicin;WP_001132570.1;-;126;Colicin-E1;-;521;8e-20;69.2;0.2;1;1;2e-23;9.3e-20;69;0.2;407;521;12;126;5;126;0.97;MULTISPECIES: hypothetical protein [Enterobacteriaceae]
GCF_001242375.1_Salmonella_enterica_CVM_N45937_v1.0_protein;colicin;WP_001132570.1;-;126;UniRef50_P05819;-;511;4.7e-09;33.5;0.8;1;1;1.3e-12;6.2e-09;33.1;0.8;390;508;14;123;8;125;0.9;MULTISPECIES: hypothetical protein [Enterobacteriaceae]
GCF_001242375.1_Salmonella_enterica_CVM_N45937_v1.0_protein;colicin;WP_001132570.1;-;126;UniRef50_P06716;-;626;2.2e-53;179.5;1.4;1;1;5.3e-57;2.5e-53;179.3;1.4;512;626;12;126;5;126;0.98;MULTISPECIES: hypothetical protein [Enterobacteriaceae]
GCF_001242375.1_Salmonella_enterica_CVM_N45937_v1.0_protein;colicin;WP_001132570.1;-;126;UniRef50_Q47502;-;490;1.7e-24;84.8;0.2;1;1;4e-28;1.9e-24;84.7;0.2;376;490;12;126;4;126;0.97;MULTISPECIES: hypothetical protein [Enterobacteriaceae]
GCF_001242375.1_Salmonella_enterica_CVM_N45937_v1.0_protein;colicin;WP_001132570.1;-;126;UniRef50_Q9KJ98;-;490;1.7e-24;84.8;0.2;1;1;4e-28;1.9e-24;84.7;0.2;376;490;12;126;4;126;0.97;MULTISPECIES: hypothetical protein [Enterobacteriaceae]
GCF_001242395.1_Salmonella_enterica_CVM_N45938_v1.0_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.4e-38;128.4;8.9;1;1;1.6e-41;7.5e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001242405.1_Salmonella_enterica_CVM_N45939_v1.0_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.3e-38;128.4;8.9;1;1;1.6e-41;7.4e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001242405.1_Salmonella_enterica_CVM_N45939_v1.0_protein;colicin;WP_001132570.1;-;126;Colicin-E1;-;521;8.1e-20;69.2;0.2;1;1;2e-23;9.4e-20;69;0.2;407;521;12;126;5;126;0.97;MULTISPECIES: hypothetical protein [Enterobacteriaceae]
GCF_001242405.1_Salmonella_enterica_CVM_N45939_v1.0_protein;colicin;WP_001132570.1;-;126;UniRef50_P05819;-;511;4.7e-09;33.5;0.8;1;1;1.3e-12;6.2e-09;33.1;0.8;390;508;14;123;8;125;0.9;MULTISPECIES: hypothetical protein [Enterobacteriaceae]
GCF_001242405.1_Salmonella_enterica_CVM_N45939_v1.0_protein;colicin;WP_001132570.1;-;126;UniRef50_P06716;-;626;2.2e-53;179.5;1.4;1;1;5.3e-57;2.5e-53;179.3;1.4;512;626;12;126;5;126;0.98;MULTISPECIES: hypothetical protein [Enterobacteriaceae]
GCF_001242405.1_Salmonella_enterica_CVM_N45939_v1.0_protein;colicin;WP_001132570.1;-;126;UniRef50_Q47502;-;490;1.7e-24;84.8;0.2;1;1;4e-28;1.9e-24;84.7;0.2;376;490;12;126;4;126;0.97;MULTISPECIES: hypothetical protein [Enterobacteriaceae]
GCF_001242405.1_Salmonella_enterica_CVM_N45939_v1.0_protein;colicin;WP_001132570.1;-;126;UniRef50_Q9KJ98;-;490;1.7e-24;84.8;0.2;1;1;4e-28;1.9e-24;84.7;0.2;376;490;12;126;4;126;0.97;MULTISPECIES: hypothetical protein [Enterobacteriaceae]
GCF_001242445.1_Salmonella_enterica_CVM_N45940_v1.0_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.1e-38;128.4;8.9;1;1;1.6e-41;7.1e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001242455.1_10425_1_31_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.1e-38;128.4;8.9;1;1;1.6e-41;7.2e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001242475.1_Salmonella_enterica_CVM_N45941_v1.0_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.1e-38;128.4;8.9;1;1;1.6e-41;7.2e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001242495.1_Salmonella_enterica_CVM_N45944_v1.0_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.3e-38;128.4;8.9;1;1;1.6e-41;7.4e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001242495.1_Salmonella_enterica_CVM_N45944_v1.0_protein;colicin;WP_001132570.1;-;126;Colicin-E1;-;521;8.1e-20;69.2;0.2;1;1;2e-23;9.4e-20;69;0.2;407;521;12;126;5;126;0.97;MULTISPECIES: hypothetical protein [Enterobacteriaceae]
